Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Philippines,PHL,3.26838651085618,3.31827622182019,3.36348961125398,3.40560490731761,3.44728404641774,3.49175714223657,3.61518363998547,3.74084555575686,3.86655117961421,3.99581631204171,4.137042899629,4.21890539975651,4.30572595377332,4.39712513877222,4.49495151589232,4.60214198335079,4.76295798333335,4.93709669099723,5.12256876829946,5.31499621959123,5.51164864430335
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Poland,POL,12.023876114064,12.2978494809521,12.5574640230923,12.7877152759453,12.9646518327112,13.0771343254672,13.1797118717646,13.2117418306589,13.225156560302,13.2964621637156,13.4726258936883,13.7781160315932,14.1871236499479,14.6752083001326,15.1989196213319,15.7314838621437,16.3376979048267,16.9312953486375,17.5178167625452,18.1168972529604,18.739450673668
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Portugal,PRT,16.2684449775821,16.4850803378326,16.6832579320579,16.8648268027612,17.0355692684531,17.2039764019491,17.4497359817051,17.7010374304027,17.9761071734165,18.2934907171369,18.6627234392262,19.0425266193476,19.4519388944348,19.882696692769,20.3216999298728,20.761941797688,21.1616092062225,21.5577020889385,21.9538575375873,22.3566907196201,22.7722689742347
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Puerto Rico,PRI,11.3686984867646,11.5484146237797,11.7146718306876,11.8701038794545,12.0248566312082,12.1893868452477,12.3875345633565,12.5695592781652,12.7399091804064,12.9138004860227,13.1128449559631,13.6190991726924,14.1848094708661,14.7923802848175,15.4139709850849,16.0372057756309,16.8752941176471,17.7453252823385,18.6748502103569,19.6970895286302,20.827354638634
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Qatar,QAT,1.74490436614298,1.6528132784401,1.56288034353408,1.47421192511455,1.38530850857654,1.29845068729952,1.12641792256072,0.993898725741402,0.882738843084505,0.789993655397444,0.714583152644981,0.748033642603092,0.799062690538976,0.861089783589135,0.927944801516592,0.998515030927112,1.10884901675499,1.23212298622101,1.3700703387375,1.52316311725676,1.68913935286855
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Romania,ROU,13.608822238943,13.9732688778886,14.3698383303956,14.7552852025287,15.0543484683508,15.2293023426726,15.4293677141776,15.5126446757705,15.5297311982798,15.5642862718566,15.6672201417516,15.8245199643325,16.0438362308206,16.3187927983702,16.6299592781568,16.9654269034024,17.4217132153836,17.8817265866248,18.3387013938296,18.79006578875,19.23091497831
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Russian Federation,RUS,12.443577794659,12.7455579129997,13.1479185790517,13.5517353389768,13.8039438094401,13.8232376281004,13.8188012969524,13.6521101011591,13.4142511693853,13.2172225044713,13.1063682410325,13.1026163158361,13.1398524876319,13.2248963244175,13.3624112578951,13.5538761073839,13.8839771635639,14.2633149894054,14.6747083203719,15.0941252324225,15.5089282475307
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Rwanda,RWA,3.63969763846063,3.49678708555639,3.31130904491009,3.11347420014652,2.93136681610465,2.77533974004026,2.71466163430601,2.67208856130261,2.63922623406037,2.60659302017731,2.57105597998593,2.58523698499543,2.59905686176245,2.61747218573343,2.64640735932181,2.6889092345364,2.76580499479511,2.84976305323087,2.9381960775388,3.02825306190331,3.11930358182668
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Samoa,WSM,4.40173340823369,4.48139025725233,4.55254043206902,4.62238849699128,4.68895234895571,4.75220751473068,4.80107919237489,4.84492930358261,4.89078537402531,4.9356292940896,4.96533995880591,4.91761304535683,4.83899116289155,4.7331662454514,4.61708138028623,4.50667397022422,4.59197573701391,4.68845980588886,4.80041197375197,4.93310400462716,5.08381465017589
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Sao Tome and Principe,STP,3.28478441185981,3.31594763566025,3.3523910286408,3.38064687697371,3.37524473614029,3.33392603129445,3.29599643742926,3.23150932050511,3.15158952781674,3.07261934544793,3.00269999057498,2.97197112570723,2.94526655485022,2.92003102760728,2.89791393113878,2.8791768622889,2.89331634084054,2.90744559102608,2.9256781090661,2.96015921434417,3.00831816169995
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Saudi Arabia,SAU,3.00109713377129,2.99186299518711,2.98047544651159,2.9697440611019,2.96336585615105,2.96460184236911,2.95923269809224,2.96194535096194,2.96836735604374,2.97146825554332,2.96943696763641,2.9551264524187,2.93999979420269,2.93661742112246,2.9607527633135,3.02071397622026,3.10632221046056,3.20753529655243,3.31408802294981,3.41288659962284,3.4984589906707
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Senegal,SEN,3.20435316982478,3.21938672616386,3.22876039059486,3.2322541065679,3.2291981476923,3.21929004169118,3.22218735317074,3.21721935675977,3.20453628957523,3.18375618682451,3.15549242681187,3.13961175892634,3.11707393945616,3.09293198351756,3.0732135526446,3.06146897967748,3.06522438128101,3.07451900549666,3.08682370101833,3.09847644542059,3.10814780785893
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Serbia,SRB,13.5367093271903,13.8061633226959,14.0408913958379,14.2309050762174,14.3541810812814,14.4003719888077,14.4906895035313,14.5141978764304,14.5199011534416,14.5806710296401,14.7402909538536,15.0488371576733,15.4437085974193,15.9089166112787,16.418954250643,16.9566837152719,17.4231584206982,17.8947516248703,18.3457926916963,18.7405034178861,19.0585016934728
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Seychelles,SYC,7.61889476023507,7.54483461547795,7.43366200030924,7.2951870411374,7.14359273626034,6.97928887284541,6.98903111945133,7.06531391528284,7.202954150958,7.38419858593423,7.57363253856942,7.52696363854032,7.43712406725484,7.33015686064564,7.25999044738099,7.24062414453874,7.31271549472364,7.42911074695596,7.59454560435034,7.80548194681754,8.06633654305673
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Sierra Leone,SLE,3.2923473101409,3.26480120620807,3.23422408546838,3.20205265454993,3.17232766855889,3.14904074376898,3.14253820868838,3.12925683426681,3.11047193631541,3.08618219742779,3.05661139647305,3.05804754968583,3.05266943400634,3.03981027919512,3.01807799977997,2.98779377443734,2.98988897824674,2.98184277250364,2.96655621131612,2.94773662314425,2.92733480815993
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Singapore,SGP,6.38369905613756,6.6087912007054,6.82120904322877,6.99102131755959,7.10354008761344,7.17408473711268,7.20384269151956,7.18599231647895,7.14392801714643,7.14627712159632,7.26011523293314,7.64532349881337,8.04432313320704,8.40421897865629,8.72100283298218,9.04725050392049,9.76849580287652,10.5798994786478,11.4633801933791,12.3931294823164,13.351544234508
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Slovak Republic,SVK,11.2915942718297,11.4040539319318,11.4766110839718,11.5262432141432,11.5756438702221,11.6376793098971,11.7743193558862,11.9217766081117,12.0821851286011,12.2575494528668,12.4523388253859,12.716102997687,12.996166680425,13.303183027542,13.6510571483253,14.0470684896325,14.5481176691744,15.0810220451917,15.629246504777,16.1723638921146,16.6991352180235
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Slovenia,SVN,14.1100569145407,14.4284089096591,14.7214239455493,14.9950046834237,15.2539766920474,15.5025925123911,15.7716374604855,16.0241099180068,16.2592459313947,16.4787265636217,16.6889749463745,16.9008042268098,17.105747190113,17.3364968421461,17.6320733179588,18.0132860241821,18.4807709923296,19.0233163840774,19.6068796541788,20.1862840087865,20.7377516789822
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Solomon Islands,SLB,2.85586196869093,2.89991130904082,2.92674860827867,2.94821002333245,2.97750027805705,3.01839895471125,3.08182872631881,3.15403184511473,3.2275111252384,3.29146455323469,3.33913662877159,3.39026556680166,3.43198522469576,3.46591147765938,3.49561132317797,3.52252792985784,3.54757053974732,3.57242244579342,3.59895045928894,3.63080993038459,3.67092551289592
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Somalia,SOM,2.62943328718948,2.62729100958176,2.63199661689896,2.63948166414207,2.64409254546016,2.64407602550163,2.66096737197142,2.66960983548826,2.6742210446998,2.68038279210616,2.69061066103017,2.71361370412694,2.73778394767395,2.76133080510645,2.78173433471637,2.79783558998669,2.82890382919737,2.85368354175379,2.87331094294556,2.88920381236561,2.90213652083888
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,South Africa,ZAF,4.51573382392538,4.55421983594314,4.5817663455542,4.60006417918664,4.60989803476769,4.61184060743097,4.66269174089981,4.70301981734072,4.73170958365548,4.74746612868975,4.75106255810087,4.79969571428063,4.84481208573682,4.89312325017391,4.95295318918134,5.02943260387525,5.12221949305616,5.21917862619865,5.31800500542302,5.41525560779033,5.50943883602892
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,South Sudan,SSD,3.07989780936653,3.10109211012202,3.12332448096102,3.14788349398098,3.17434989646282,3.20146200894594,3.22223242362919,3.24277200898265,3.26513668002031,3.29307012632217,3.32967900681968,3.35898800278597,3.38460431047192,3.40423764864146,3.41354899345137,3.41203498655892,3.42229756737999,3.41576478198637,3.39848287985152,3.37680513659551,3.3527713071386
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Spain,ESP,16.6669222305663,16.7232280350838,16.7221622065199,16.6914038593777,16.6689514457318,16.6780219587746,16.7002540770087,16.7403668963023,16.8106422368921,16.9156289347971,17.0541804817134,17.3290574510707,17.642792457609,17.9808804732865,18.3192777362399,18.6468349302748,18.9105406468308,19.1458487271796,19.3785075224995,19.6478229478216,19.9776116999208
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Sri Lanka,LKA,6.21964435179978,6.34801258266695,6.46882184596948,6.5858383439441,6.70648238036807,6.83793205705729,6.93332118871818,7.02651904209062,7.13052512451972,7.26114949739379,7.43161358771955,7.78118603542212,8.17024633996669,8.58277138810996,8.99442485322782,9.39190962399274,9.76846627621268,10.1235931486662,10.4732197537841,10.838805756947,11.2328586848264
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,St. Lucia,LCA,7.46575298764109,7.41185618824244,7.35858763300542,7.30579953902697,7.24279428486676,7.1767319189558,7.37569611986867,7.59548792345457,7.84949209168819,8.14999332253326,8.51078496136945,8.63487216880099,8.77517747359125,8.92329012523026,9.07647956207655,9.23316548128133,9.4154112784962,9.60465090575505,9.80653035642617,10.0350128562832,10.2958715221618
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,St. Vincent and the Grenadines,VCT,6.82847175833148,6.87699265959813,6.95208932717837,7.02509092923213,7.06926422884105,7.07091166884564,7.29353701094813,7.49368768314934,7.69514636554021,7.93077654750801,8.22779548288763,8.3477971860113,8.51754507308526,8.72751376332603,8.97015460082123,9.24158023967457,9.33317497875917,9.45213836306191,9.58978686338024,9.7405709428605,9.90986118622679
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Sudan,SDN,3.06035395397583,3.07845080858867,3.09209149779873,3.10268804157863,3.11189512822666,3.12105365395698,3.15162838223181,3.1804086825157,3.20856365493711,3.23699047602359,3.26648885614835,3.30177802736042,3.33620003192261,3.37078512268511,3.40645571718422,3.44381081640338,3.48952162270705,3.53520683416771,3.58116052825144,3.62731732647738,3.67412129645974
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Suriname,SUR,5.49146510556345,5.58795079094967,5.68353603533547,5.77486668497485,5.8509679366552,5.91193759710409,5.97591505951969,6.02545869271354,6.06780205096273,6.11629271798911,6.17408543441983,6.25753252650048,6.34555515524393,6.43569874162009,6.52444634023348,6.60904276723486,6.70770134964807,6.8049556876823,6.90636990225525,7.01512972760986,7.13496706623573
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Sweden,SWE,17.3036849050401,17.304066300486,17.2625945692663,17.2186227997385,17.2245978991072,17.3066074334553,17.3959465335117,17.5487035327857,17.748755254737,17.9744052643339,18.2185664835815,18.5013061559929,18.8097596389827,19.1200971177424,19.3946718219141,19.6085182207794,19.8401953150298,19.9914163662092,20.0955249278002,20.1985696235664,20.3288061061869
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Switzerland,CHE,15.2680779774127,15.3680182204932,15.4553425672925,15.5431370409745,15.6491829239635,15.7835662889126,15.9539380618663,16.1490633784186,16.3701207204,16.6176555614295,16.8913676135836,17.0997517134202,17.3301938108984,17.5721104695372,17.8004465511951,17.9973302879733,18.2289036991655,18.4308671298436,18.6232165647717,18.8379960576695,19.0975411751085
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Syrian Arab Republic,SYR,3.34054644830054,3.33888386533172,3.33895983243888,3.34123370519593,3.3456352639764,3.35417513562312,3.36579209956652,3.37295720237804,3.37849746501628,3.38923561411501,3.41343480446533,3.50703675181667,3.6044629895137,3.71479658181509,3.84393730414627,3.99178592828478,4.1457610184606,4.31835461571047,4.50312442147583,4.69185510249333,4.87442243600212
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tajikistan,TJK,3.60044598582993,3.65028923735695,3.71968176718143,3.78665780433894,3.8182850025719,3.79915752989143,3.74830969982754,3.65286679035923,3.53090806706861,3.40732404739168,3.30015939115184,3.20116505207528,3.11851613398884,3.04964075273125,2.99156665353582,2.94489206801775,2.95910039026596,2.98271403520705,3.02188755207627,3.0859612115329,3.17975768651486
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tanzania,TZA,2.58889620581758,2.59450862587222,2.58997450331385,2.57719086982249,2.55865158282019,2.53593468142788,2.5320881264684,2.52340048947168,2.51113252313808,2.4966897536913,2.48113014492116,2.49793797332686,2.51396987611637,2.52733481784973,2.53549194533664,2.53787913294955,2.5637092187766,2.58366125391209,2.60129917835952,2.62054110317161,2.64358863792274
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Thailand,THA,6.53162896642209,6.77289652830987,7.02344330269604,7.27610185898759,7.52076238621504,7.75413407222484,7.97548205709624,8.18988170919473,8.40815461259373,8.6417917856114,8.89689933606397,9.18986099016463,9.50281504078913,9.8398758943456,10.205365247341,10.6020313525916,11.0060577653537,11.4369639217331,11.9008931395893,12.4062503348266,12.957737608456
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Timor-Leste,TLS,3.40786506943958,3.47398065276394,3.53681718966418,3.59663311892625,3.65513487595857,3.71215965672999,3.7745761644655,3.83793004963373,3.90314478161055,3.97104285021461,4.0430791121906,4.13528802471543,4.22791294569962,4.30982906353454,4.3654642515611,4.38777164963362,4.39018509162725,4.35959390568973,4.31649229400603,4.2865351139377,4.28307589622624
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Togo,TGO,2.86083467596675,2.85228817712437,2.83785107304536,2.8188553004621,2.7960779594445,2.77063389668617,2.77101032816925,2.76625116821463,2.75726482800793,2.74481729240973,2.73034513248015,2.75041794630427,2.76680372889168,2.78048497121812,2.79207060801345,2.80254775330534,2.82848716323182,2.85022720087124,2.86946801108822,2.88734759103955,2.90502497727911
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tonga,TON,5.61072948669531,5.71852122615167,5.80073115065339,5.85104780648465,5.88417250394141,5.90159060502453,5.89935697009026,5.88120607129975,5.84354656168081,5.78207719703533,5.71711576558383,5.75597226782024,5.80122059238639,5.84859680842701,5.90826305578652,5.99517766245622,5.97332225880771,5.96482283966352,5.95366144364662,5.94196795988286,5.91986375892899
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Trinidad and Tobago,TTO,6.47601355163899,6.6068642500346,6.74194515715077,6.8853866475947,7.04002641608591,7.20816473865833,7.4058719706793,7.61564628709826,7.83563836545214,8.06227430673843,8.29584375825869,8.55035781160893,8.80981009340291,9.07902250345903,9.36378083378293,9.66761242563824,10.0087836464473,10.3645870587887,10.7349535163324,11.1182080226642,11.5146396396396
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tunisia,TUN,6.72865110961183,6.89690310390046,7.04725267344534,7.18004134022612,7.29444017562077,7.39068887580415,7.43179194162577,7.45818957243502,7.47388744063167,7.48192945757306,7.48619401679924,7.49453540720991,7.49141560036589,7.49991486312684,7.55187400102376,7.66500813196912,7.82946130753467,8.05233384204566,8.31567907898877,8.5934685561919,8.87294869222876
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Turkey,TUR,6.09197530292206,6.22743000271855,6.35010161198416,6.46343115648104,6.57143245139263,6.67771038325008,6.78561585390596,6.88927232861076,6.99276429847999,7.09963499173649,7.21166903839546,7.32155371664516,7.43446341344161,7.55757666644162,7.70034868651331,7.86886477141321,8.05000799783324,8.25571138776413,8.4832129399716,8.72628382619289,8.98106567861368
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Turkmenistan,TKM,4.27837266971544,4.38208507601636,4.48520120910932,4.5693888172092,4.60930292781755,4.59266578416143,4.5357184213497,4.44586717304489,4.33873803200192,4.23210756328832,4.13849390619186,4.09643444203178,4.05689174054177,4.03130379559547,4.03492069996532,4.07466856605958,4.15767749464535,4.27749642346457,4.42663446194014,4.5924253238213,4.7680229473405
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uganda,UGA,2.28707427582345,2.23936494565904,2.17660192368203,2.10652953024247,2.03790666797359,1.97480294539362,1.95274132679534,1.93350561198885,1.91499426782619,1.89450250319187,1.87119426145795,1.87490597958489,1.87658657570029,1.8776244050242,1.87948083312628,1.88283445587944,1.90077642490639,1.92030488414537,1.94098692046317,1.96255018738143,1.9856996152271
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Ukraine,UKR,13.7998485402728,14.2051172794584,14.7361947746645,15.2877485676918,15.7009881909656,15.8879789823038,16.0483502671625,16.0291774511573,15.9059770971507,15.78119534251,15.7074442332726,15.6581508696084,15.6253009923965,15.6131089589254,15.625796082474,15.6694126854989,15.8940764958357,16.1552261547116,16.4346864392016,16.7049903897468,16.9491433186105
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United Arab Emirates,ARE,1.09257570526684,1.04083938112809,0.990290553260528,0.945841680289402,0.911769983065303,0.887598145252249,0.80327551510573,0.747336856633291,0.712181290409306,0.692843534445521,0.685591605508686,0.742010223346351,0.802584143950356,0.859847508836247,0.904703893728956,0.93336859946669,0.986990678326415,1.03467797621702,1.08500098484481,1.15654945602229,1.26440765501746
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United Kingdom,GBR,15.8931484991788,15.9292675118557,15.9594192753722,15.9865229566677,16.0112881396985,16.0356213116803,16.1098282649272,16.1732370016371,16.2508781666235,16.3770772859297,16.5697444278432,16.8081294158021,17.1061412302818,17.4298656017238,17.7280293900099,17.9742100784289,18.1583745643756,18.2911350395904,18.3958656741466,18.5086956390397,18.6533467108562
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United States,USA,12.3337392660218,12.3139292858862,12.2915656601496,12.2776805891466,12.2825855574362,12.3117114938844,12.3809160556302,12.4718681790523,12.5951145979011,12.7626484656842,12.9817726024576,13.2502621355322,13.5614320272468,13.9050443081105,14.2676996042196,14.6428847122761,15.0336787501808,15.4193658960742,15.8076540556035,16.2096061428511,16.6309257142475
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uruguay,URY,13.091974783537,13.2359216267881,13.3427439237051,13.4257994480797,13.5013770986152,13.578439178964,13.6702911919495,13.7582392911351,13.8426170004919,13.9224808608355,14.0015330688914,14.1045208959273,14.1984773489002,14.2896045161403,14.3834496517505,14.4830508946489,14.5913311093128,14.7002261801567,14.8145195308593,14.9412404303739,15.0876723291678
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uzbekistan,UZB,4.61959660403097,4.68703047641556,4.75466634936516,4.81270394644069,4.84433253403965,4.83981085212993,4.81900660466813,4.76943864612273,4.69668022370304,4.60709257419777,4.50744880690985,4.38144584275603,4.25393538404314,4.14335111404006,4.07382565423145,4.05863556338683,4.14162684514612,4.26475960335778,4.4191378781364,4.59521572497926,4.78885619116774
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Vanuatu,VUT,3.29293082196224,3.27504108995397,3.26371699669967,3.26047075025508,3.26267470741254,3.26927303829283,3.35681298689182,3.4706021724867,3.61141768726858,3.76595569106221,3.90413655587589,3.85612376521205,3.79801121447381,3.7586455471779,3.73794943309283,3.72478147014347,3.70459526461395,3.67377675037652,3.64015306819735,3.6160889950047,3.60871900893715
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,"Venezuela, RB",VEN,4.48575146142726,4.57570965937843,4.66729863514569,4.76204173949961,4.86086369622113,4.96515892001978,5.07661881325699,5.19080756073652,5.30951990155389,5.43451004564267,5.56784226689648,5.71217875015655,5.85928119147285,6.0130908792977,6.17970900877703,6.36488559256154,6.6436402757606,6.94368203720475,7.26698662012597,7.6109903731012,7.97269933752849
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Vietnam,VNM,6.41940502071245,6.49530552677098,6.53265682057392,6.54441631162318,6.54616702700237,6.5444683904284,6.53534125430732,6.52661752969527,6.51739513138238,6.50439719942022,6.48999482775776,6.48139592296192,6.47736107575243,6.49310049458422,6.54945695877901,6.65835853517865,6.82469158458086,7.03102794813837,7.2749782978793,7.55367294178711,7.86601168689755
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Virgin Islands (U.S.),VIR,8.65878111145858,8.99798511376287,9.33300172253387,9.6843853820598,10.0803019649928,10.547896914485,11.0541400681171,11.6080847687065,12.2007193975046,12.8293801450964,13.4823305400285,14.2523607422041,15.0700248261224,15.8998319136207,16.7161367657971,17.4936641323196,18.1303953832213,18.7224942959972,19.2883072220099,19.8751171374476,20.4960497965047
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,West Bank and Gaza,PSE,2.2752460217934,2.32809955557704,2.38023953867327,2.43167585015682,2.48017087155734,2.52353225761824,2.574170862888,2.61844928469889,2.65974948913301,2.70406577607532,2.75377616947893,2.80732177588996,2.86424399627214,2.92085677173053,2.97224497187511,3.01633899044548,3.05536176772468,3.09407997553098,3.13330573708009,3.17341240048018,3.2159907037539
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,"Yemen, Rep.",YEM,2.78499049231343,2.76781268031422,2.74403317643957,2.71702923360548,2.69026286357417,2.6653657863129,2.66160296826425,2.65760883993269,2.65534498079814,2.65674089088604,2.6630872877416,2.69044054357796,2.71896849685807,2.74701954805222,2.77276285520719,2.79591328954544,2.8256519531947,2.85163700902815,2.87626975604452,2.90214067508993,2.93098321985502
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Zambia,ZMB,2.39239957511292,2.37809960968718,2.35532367004633,2.3244823125126,2.28589891367077,2.24009334488392,2.21832414206777,2.1914094248737,2.15961670323376,2.12317100864395,2.08250281640784,2.08115792091151,2.07718551138426,2.07122961617907,2.06417127300713,2.05672004056083,2.07070534846608,2.08480693055531,2.09967802593266,2.11531473828777,2.1320221900021
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Zimbabwe,ZWE,2.99041104064756,3.03302254612034,3.06549364286796,3.08903422269522,3.10442372623028,3.11108192727168,3.13464096185008,3.15021587115192,3.15038940433129,3.12555280735131,3.07191297211319,3.03921369421362,2.98778893112164,2.9290792099966,2.87853414370384,2.84419509202889,2.86177852824712,2.8961911187331,2.93952365300113,2.9806080625078,3.01417809846838
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Africa Eastern and Southern,AFE,3.05452239208403,3.05343887389146,3.04386202138115,3.02802025477004,3.00809108514977,2.98553060226629,2.99067265019535,2.99169387513584,2.98958611833049,2.98542937132303,2.98031401697267,2.99473977527128,3.00804127118225,3.02080838982705,3.03352733423422,3.046899470973,3.07466767622206,3.10079593685997,3.12638408580659,3.15250911846087,3.18006852692482
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Africa Western and Central,AFW,2.93290076463381,2.92612200645167,2.91175137132415,2.89122617115446,2.86611412729882,2.83768457358019,2.84024883279451,2.8371974960905,2.82847987610036,2.81370822061254,2.79347473741379,2.79797095425204,2.79534389979172,2.78748552809325,2.77632806855857,2.76344659173313,2.77326132145525,2.77930903143514,2.78285693678526,2.78495046452943,2.78664758406628
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Arab World,ARB,4.01808494040061,4.04671333350527,4.07143917166199,4.09157760738732,4.10522552267111,4.11244786812704,4.12140610410714,4.12261935506002,4.12129689431803,4.12342216120343,4.13305104531383,4.15269834224456,4.17525331194269,4.20420000139442,4.24490752340459,4.30104733107769,4.37456206384353,4.46157416620151,4.55790761331772,4.65783750219564,4.75913201944706
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Caribbean small states,CSS,6.82992846443076,6.8867625607524,6.94538243344354,7.00545281063153,7.06498579532566,7.12482842274315,7.21139668603663,7.29602092450102,7.38540916331661,7.48880421352481,7.61457042245998,7.72443940579614,7.84801031446666,7.9824193675701,8.12372551716665,8.27063479910172,8.43838229100183,8.61179096279206,8.79665392942626,9.00063483310097,9.22912630594756
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Central Europe and the Baltics,CEB,13.4657103545865,13.728899723534,13.9755982007085,14.1997894372864,14.3815270364787,14.513589999686,14.663104626256,14.7593779735676,14.8349560369601,14.9409852383054,15.1100580776414,15.3891634998439,15.7287858657648,16.1172585970633,16.5317825560489,16.9583038615612,17.4639603887202,17.9647348261546,18.4604770765906,18.9529357847638,19.4400467418344
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Early-demographic dividend,EAR,4.40434376932475,4.47292495393679,4.53575515744067,4.59265688443551,4.64306933713824,4.68789509553781,4.75525301849052,4.81660447496257,4.87365490584087,4.92838129308917,4.98261236412249,5.05857232377594,5.13318944627737,5.2117562086857,5.30078575648182,5.40422329252517,5.533881585835,5.67223774243895,5.81807372055437,5.96941076680328,6.12566581173667
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,East Asia & Pacific,EAS,7.02156901318865,7.16220414922556,7.30801445542236,7.45357503879702,7.58643812582656,7.70441189421761,7.83885620372543,7.9598868597628,8.07702696188258,8.20395972990034,8.35131662599204,8.53416099139909,8.7273002550835,8.94305921178086,9.19882046012876,9.50451750193568,9.87989368784749,10.3003551586999,10.7443125696329,11.1790875892805,11.5866648678643
